product_id,category_id,product_name,manufacturer,part_number,product_type,description,technical_specs,is_active,created_at
131,4,Fuel Nozzle Assembly 131,Demo Aero Components 2,DEMO-PART-00131,COMPONENT,Custom educational catalog item; technical identity and fitment are generated for the demo.,"{""demo_engine_model_id"": 553, ""is_demo"": true, ""source_is_repairable"": false, ""source_part_family"": ""Engine"", ""source_part_id"": ""P00131"", ""source_shelf_life_days"": null, ""source_supplier_id"": ""SUP017"", ""source_unit_cost"": ""397.49""}",true,2026-09-01 00:00:00
132,5,Engine Housing Fastener Set 132,Demo Aero Components 3,DEMO-PART-00132,COMPONENT,Custom educational catalog item; technical identity and fitment are generated for the demo.,"{""demo_engine_model_id"": 554, ""is_demo"": true, ""source_is_repairable"": false, ""source_part_family"": ""Fasteners"", ""source_part_id"": ""P00132"", ""source_shelf_life_days"": null, ""source_supplier_id"": ""SUP037"", ""source_unit_cost"": ""949.75""}",true,2026-09-01 00:00:00
133,3,Engine Ignition Lead 133,Demo Aero Components 4,DEMO-PART-00133,COMPONENT,Custom educational catalog item; technical identity and fitment are generated for the demo.,"{""demo_engine_model_id"": 524, ""is_demo"": true, ""source_is_repairable"": false, ""source_part_family"": ""Electrical"", ""source_part_id"": ""P00133"", ""source_shelf_life_days"": null, ""source_supplier_id"": ""SUP039"", ""source_unit_cost"": ""3109.70""}",true,2026-09-01 00:00:00
134,6,Hydraulic Valve Assembly 134,Demo Aero Components 5,DEMO-PART-00134,COMPONENT,Custom educational catalog item; technical identity and fitment are generated for the demo.,"{""demo_engine_model_id"": null, ""is_demo"": true, ""source_is_repairable"": false, ""source_part_family"": ""Hydraulics"", ""source_part_id"": ""P00134"", ""source_shelf_life_days"": null, ""source_supplier_id"": ""SUP037"", ""source_unit_cost"": ""368.12""}",true,2026-09-01 00:00:00
135,3,Engine Ignition Lead 135,Demo Aero Components 1,DEMO-PART-00135,COMPONENT,Custom educational catalog item; technical identity and fitment are generated for the demo.,"{""demo_engine_model_id"": 527, ""is_demo"": true, ""source_is_repairable"": false, ""source_part_family"": ""Electrical"", ""source_part_id"": ""P00135"", ""source_shelf_life_days"": null, ""source_supplier_id"": ""SUP013"", ""source_unit_cost"": ""10313.86""}",true,2026-09-01 00:00:00
136,7,Landing Gear Sensor 136,Demo Aero Components 2,DEMO-PART-00136,COMPONENT,Custom educational catalog item; technical identity and fitment are generated for the demo.,"{""demo_engine_model_id"": null, ""is_demo"": true, ""source_is_repairable"": true, ""source_part_family"": ""LandingGear"", ""source_part_id"": ""P00136"", ""source_shelf_life_days"": null, ""source_supplier_id"": ""SUP034"", ""source_unit_cost"": ""3098.46""}",true,2026-09-01 00:00:00
137,5,Engine Mount Bolt Kit 137,Demo Aero Components 3,DEMO-PART-00137,COMPONENT,Custom educational catalog item; technical identity and fitment are generated for the demo.,"{""demo_engine_model_id"": 529, ""is_demo"": true, ""source_is_repairable"": false, ""source_part_family"": ""Fasteners"", ""source_part_id"": ""P00137"", ""source_shelf_life_days"": null, ""source_supplier_id"": ""SUP038"", ""source_unit_cost"": ""794.11""}",true,2026-09-01 00:00:00
138,7,Landing Gear Sensor 138,Demo Aero Components 4,DEMO-PART-00138,COMPONENT,Custom educational catalog item; technical identity and fitment are generated for the demo.,"{""demo_engine_model_id"": null, ""is_demo"": true, ""source_is_repairable"": false, ""source_part_family"": ""LandingGear"", ""source_part_id"": ""P00138"", ""source_shelf_life_days"": null, ""source_supplier_id"": ""SUP040"", ""source_unit_cost"": ""2379.41""}",true,2026-09-01 00:00:00
139,8,Access Panel 139,Demo Aero Components 5,DEMO-PART-00139,COMPONENT,Custom educational catalog item; technical identity and fitment are generated for the demo.,"{""demo_engine_model_id"": null, ""is_demo"": true, ""source_is_repairable"": false, ""source_part_family"": ""Structure"", ""source_part_id"": ""P00139"", ""source_shelf_life_days"": null, ""source_supplier_id"": ""SUP001"", ""source_unit_cost"": ""1599.14""}",true,2026-09-01 00:00:00
140,8,Structural Bracket 140,Demo Aero Components 1,DEMO-PART-00140,COMPONENT,Custom educational catalog item; technical identity and fitment are generated for the demo.,"{""demo_engine_model_id"": null, ""is_demo"": true, ""source_is_repairable"": false, ""source_part_family"": ""Structure"", ""source_part_id"": ""P00140"", ""source_shelf_life_days"": null, ""source_supplier_id"": ""SUP030"", ""source_unit_cost"": ""246.31""}",true,2026-09-01 00:00:00
141,7,Landing Gear Seal Kit 141,Demo Aero Components 2,DEMO-PART-00141,COMPONENT,Custom educational catalog item; technical identity and fitment are generated for the demo.,"{""demo_engine_model_id"": null, ""is_demo"": true, ""source_is_repairable"": false, ""source_part_family"": ""LandingGear"", ""source_part_id"": ""P00141"", ""source_shelf_life_days"": null, ""source_supplier_id"": ""SUP040"", ""source_unit_cost"": ""513.64""}",true,2026-09-01 00:00:00
142,7,Landing Gear Sensor 142,Demo Aero Components 3,DEMO-PART-00142,COMPONENT,Custom educational catalog item; technical identity and fitment are generated for the demo.,"{""demo_engine_model_id"": null, ""is_demo"": true, ""source_is_repairable"": true, ""source_part_family"": ""LandingGear"", ""source_part_id"": ""P00142"", ""source_shelf_life_days"": null, ""source_supplier_id"": ""SUP031"", ""source_unit_cost"": ""561.55""}",true,2026-09-01 00:00:00
143,1,Navigation Interface 143,Demo Aero Components 4,DEMO-PART-00143,COMPONENT,Custom educational catalog item; technical identity and fitment are generated for the demo.,"{""demo_engine_model_id"": null, ""is_demo"": true, ""source_is_repairable"": true, ""source_part_family"": ""Avionics"", ""source_part_id"": ""P00143"", ""source_shelf_life_days"": null, ""source_supplier_id"": ""SUP010"", ""source_unit_cost"": ""262.16""}",true,2026-09-01 00:00:00
144,5,Engine Housing Fastener Set 144,Demo Aero Components 5,DEMO-PART-00144,COMPONENT,Custom educational catalog item; technical identity and fitment are generated for the demo.,"{""demo_engine_model_id"": 554, ""is_demo"": true, ""source_is_repairable"": false, ""source_part_family"": ""Fasteners"", ""source_part_id"": ""P00144"", ""source_shelf_life_days"": null, ""source_supplier_id"": ""SUP031"", ""source_unit_cost"": ""1196.12""}",true,2026-09-01 00:00:00
145,6,Hydraulic Filter 145,Demo Aero Components 1,DEMO-PART-00145,COMPONENT,Custom educational catalog item; technical identity and fitment are generated for the demo.,"{""demo_engine_model_id"": null, ""is_demo"": true, ""source_is_repairable"": true, ""source_part_family"": ""Hydraulics"", ""source_part_id"": ""P00145"", ""source_shelf_life_days"": 950, ""source_supplier_id"": ""SUP005"", ""source_unit_cost"": ""3608.96""}",true,2026-09-01 00:00:00
146,3,Engine Starter Relay 146,Demo Aero Components 2,DEMO-PART-00146,COMPONENT,Custom educational catalog item; technical identity and fitment are generated for the demo.,"{""demo_engine_model_id"": 526, ""is_demo"": true, ""source_is_repairable"": false, ""source_part_family"": ""Electrical"", ""source_part_id"": ""P00146"", ""source_shelf_life_days"": null, ""source_supplier_id"": ""SUP020"", ""source_unit_cost"": ""4265.18""}",true,2026-09-01 00:00:00
147,6,Hydraulic Filter 147,Demo Aero Components 3,DEMO-PART-00147,COMPONENT,Custom educational catalog item; technical identity and fitment are generated for the demo.,"{""demo_engine_model_id"": null, ""is_demo"": true, ""source_is_repairable"": true, ""source_part_family"": ""Hydraulics"", ""source_part_id"": ""P00147"", ""source_shelf_life_days"": null, ""source_supplier_id"": ""SUP026"", ""source_unit_cost"": ""434.55""}",true,2026-09-01 00:00:00
148,5,Engine Housing Fastener Set 148,Demo Aero Components 4,DEMO-PART-00148,COMPONENT,Custom educational catalog item; technical identity and fitment are generated for the demo.,"{""demo_engine_model_id"": 528, ""is_demo"": true, ""source_is_repairable"": false, ""source_part_family"": ""Fasteners"", ""source_part_id"": ""P00148"", ""source_shelf_life_days"": null, ""source_supplier_id"": ""SUP019"", ""source_unit_cost"": ""12062.12""}",true,2026-09-01 00:00:00
149,5,Engine Mount Bolt Kit 149,Demo Aero Components 5,DEMO-PART-00149,COMPONENT,Custom educational catalog item; technical identity and fitment are generated for the demo.,"{""demo_engine_model_id"": 529, ""is_demo"": true, ""source_is_repairable"": false, ""source_part_family"": ""Fasteners"", ""source_part_id"": ""P00149"", ""source_shelf_life_days"": null, ""source_supplier_id"": ""SUP028"", ""source_unit_cost"": ""2043.71""}",true,2026-09-01 00:00:00
150,5,Engine Housing Fastener Set 150,Demo Aero Components 1,DEMO-PART-00150,COMPONENT,Custom educational catalog item; technical identity and fitment are generated for the demo.,"{""demo_engine_model_id"": 530, ""is_demo"": true, ""source_is_repairable"": false, ""source_part_family"": ""Fasteners"", ""source_part_id"": ""P00150"", ""source_shelf_life_days"": null, ""source_supplier_id"": ""SUP010"", ""source_unit_cost"": ""2083.89""}",true,2026-09-01 00:00:00
151,6,Hydraulic Filter 151,Demo Aero Components 2,DEMO-PART-00151,COMPONENT,Custom educational catalog item; technical identity and fitment are generated for the demo.,"{""demo_engine_model_id"": null, ""is_demo"": true, ""source_is_repairable"": true, ""source_part_family"": ""Hydraulics"", ""source_part_id"": ""P00151"", ""source_shelf_life_days"": null, ""source_supplier_id"": ""SUP025"", ""source_unit_cost"": ""969.59""}",true,2026-09-01 00:00:00
152,3,Engine Starter Relay 152,Demo Aero Components 3,DEMO-PART-00152,COMPONENT,Custom educational catalog item; technical identity and fitment are generated for the demo.,"{""demo_engine_model_id"": 547, ""is_demo"": true, ""source_is_repairable"": false, ""source_part_family"": ""Electrical"", ""source_part_id"": ""P00152"", ""source_shelf_life_days"": null, ""source_supplier_id"": ""SUP026"", ""source_unit_cost"": ""2142.57""}",true,2026-09-01 00:00:00
153,5,Engine Mount Bolt Kit 153,Demo Aero Components 4,DEMO-PART-00153,COMPONENT,Custom educational catalog item; technical identity and fitment are generated for the demo.,"{""demo_engine_model_id"": 548, ""is_demo"": true, ""source_is_repairable"": false, ""source_part_family"": ""Fasteners"", ""source_part_id"": ""P00153"", ""source_shelf_life_days"": null, ""source_supplier_id"": ""SUP026"", ""source_unit_cost"": ""2261.29""}",true,2026-09-01 00:00:00
154,1,Communication Control Unit 154,Demo Aero Components 5,DEMO-PART-00154,MODULE,Custom educational catalog item; technical identity and fitment are generated for the demo.,"{""demo_engine_model_id"": null, ""is_demo"": true, ""source_is_repairable"": false, ""source_part_family"": ""Avionics"", ""source_part_id"": ""P00154"", ""source_shelf_life_days"": null, ""source_supplier_id"": ""SUP012"", ""source_unit_cost"": ""231.50""}",true,2026-09-01 00:00:00
155,1,Navigation Interface 155,Demo Aero Components 1,DEMO-PART-00155,COMPONENT,Custom educational catalog item; technical identity and fitment are generated for the demo.,"{""demo_engine_model_id"": null, ""is_demo"": true, ""source_is_repairable"": false, ""source_part_family"": ""Avionics"", ""source_part_id"": ""P00155"", ""source_shelf_life_days"": null, ""source_supplier_id"": ""SUP013"", ""source_unit_cost"": ""3795.73""}",true,2026-09-01 00:00:00
156,2,Cabin Control Panel 156,Demo Aero Components 2,DEMO-PART-00156,COMPONENT,Custom educational catalog item; technical identity and fitment are generated for the demo.,"{""demo_engine_model_id"": null, ""is_demo"": true, ""source_is_repairable"": false, ""source_part_family"": ""Cabin"", ""source_part_id"": ""P00156"", ""source_shelf_life_days"": null, ""source_supplier_id"": ""SUP011"", ""source_unit_cost"": ""3884.32""}",true,2026-09-01 00:00:00
157,7,Landing Gear Seal Kit 157,Demo Aero Components 3,DEMO-PART-00157,COMPONENT,Custom educational catalog item; technical identity and fitment are generated for the demo.,"{""demo_engine_model_id"": null, ""is_demo"": true, ""source_is_repairable"": true, ""source_part_family"": ""LandingGear"", ""source_part_id"": ""P00157"", ""source_shelf_life_days"": null, ""source_supplier_id"": ""SUP019"", ""source_unit_cost"": ""2503.54""}",true,2026-09-01 00:00:00
158,8,Structural Bracket 158,Demo Aero Components 4,DEMO-PART-00158,COMPONENT,Custom educational catalog item; technical identity and fitment are generated for the demo.,"{""demo_engine_model_id"": null, ""is_demo"": true, ""source_is_repairable"": false, ""source_part_family"": ""Structure"", ""source_part_id"": ""P00158"", ""source_shelf_life_days"": null, ""source_supplier_id"": ""SUP024"", ""source_unit_cost"": ""1883.28""}",true,2026-09-01 00:00:00
159,8,Access Panel 159,Demo Aero Components 5,DEMO-PART-00159,COMPONENT,Custom educational catalog item; technical identity and fitment are generated for the demo.,"{""demo_engine_model_id"": null, ""is_demo"": true, ""source_is_repairable"": false, ""source_part_family"": ""Structure"", ""source_part_id"": ""P00159"", ""source_shelf_life_days"": null, ""source_supplier_id"": ""SUP015"", ""source_unit_cost"": ""374.56""}",true,2026-09-01 00:00:00
160,6,Hydraulic Valve Assembly 160,Demo Aero Components 1,DEMO-PART-00160,COMPONENT,Custom educational catalog item; technical identity and fitment are generated for the demo.,"{""demo_engine_model_id"": null, ""is_demo"": true, ""source_is_repairable"": false, ""source_part_family"": ""Hydraulics"", ""source_part_id"": ""P00160"", ""source_shelf_life_days"": null, ""source_supplier_id"": ""SUP017"", ""source_unit_cost"": ""2045.90""}",true,2026-09-01 00:00:00
161,4,Fuel Nozzle Assembly 161,Demo Aero Components 2,DEMO-PART-00161,COMPONENT,Custom educational catalog item; technical identity and fitment are generated for the demo.,"{""demo_engine_model_id"": 529, ""is_demo"": true, ""source_is_repairable"": true, ""source_part_family"": ""Engine"", ""source_part_id"": ""P00161"", ""source_shelf_life_days"": null, ""source_supplier_id"": ""SUP012"", ""source_unit_cost"": ""4072.98""}",true,2026-09-01 00:00:00
162,7,Landing Gear Sensor 162,Demo Aero Components 3,DEMO-PART-00162,COMPONENT,Custom educational catalog item; technical identity and fitment are generated for the demo.,"{""demo_engine_model_id"": null, ""is_demo"": true, ""source_is_repairable"": false, ""source_part_family"": ""LandingGear"", ""source_part_id"": ""P00162"", ""source_shelf_life_days"": null, ""source_supplier_id"": ""SUP009"", ""source_unit_cost"": ""2948.08""}",true,2026-09-01 00:00:00
163,1,Navigation Interface 163,Demo Aero Components 4,DEMO-PART-00163,COMPONENT,Custom educational catalog item; technical identity and fitment are generated for the demo.,"{""demo_engine_model_id"": null, ""is_demo"": true, ""source_is_repairable"": true, ""source_part_family"": ""Avionics"", ""source_part_id"": ""P00163"", ""source_shelf_life_days"": null, ""source_supplier_id"": ""SUP027"", ""source_unit_cost"": ""294.92""}",true,2026-09-01 00:00:00
164,4,Fuel Nozzle Assembly 164,Demo Aero Components 5,DEMO-PART-00164,COMPONENT,Custom educational catalog item; technical identity and fitment are generated for the demo.,"{""demo_engine_model_id"": 547, ""is_demo"": true, ""source_is_repairable"": false, ""source_part_family"": ""Engine"", ""source_part_id"": ""P00164"", ""source_shelf_life_days"": null, ""source_supplier_id"": ""SUP033"", ""source_unit_cost"": ""1442.53""}",true,2026-09-01 00:00:00
165,3,Engine Ignition Lead 165,Demo Aero Components 1,DEMO-PART-00165,COMPONENT,Custom educational catalog item; technical identity and fitment are generated for the demo.,"{""demo_engine_model_id"": 548, ""is_demo"": true, ""source_is_repairable"": false, ""source_part_family"": ""Electrical"", ""source_part_id"": ""P00165"", ""source_shelf_life_days"": null, ""source_supplier_id"": ""SUP012"", ""source_unit_cost"": ""1437.31""}",true,2026-09-01 00:00:00
166,4,Engine Oil Filter 166,Demo Aero Components 2,DEMO-PART-00166,COMPONENT,Custom educational catalog item; technical identity and fitment are generated for the demo.,"{""demo_engine_model_id"": 550, ""is_demo"": true, ""source_is_repairable"": false, ""source_part_family"": ""Engine"", ""source_part_id"": ""P00166"", ""source_shelf_life_days"": null, ""source_supplier_id"": ""SUP035"", ""source_unit_cost"": ""370.19""}",true,2026-09-01 00:00:00
167,1,Navigation Interface 167,Demo Aero Components 3,DEMO-PART-00167,COMPONENT,Custom educational catalog item; technical identity and fitment are generated for the demo.,"{""demo_engine_model_id"": null, ""is_demo"": true, ""source_is_repairable"": true, ""source_part_family"": ""Avionics"", ""source_part_id"": ""P00167"", ""source_shelf_life_days"": null, ""source_supplier_id"": ""SUP023"", ""source_unit_cost"": ""364.28""}",true,2026-09-01 00:00:00
168,4,Compressor Service Module 168,Demo Aero Components 4,DEMO-PART-00168,MODULE,Custom educational catalog item; technical identity and fitment are generated for the demo.,"{""demo_engine_model_id"": 554, ""is_demo"": true, ""source_is_repairable"": true, ""source_part_family"": ""Engine"", ""source_part_id"": ""P00168"", ""source_shelf_life_days"": null, ""source_supplier_id"": ""SUP007"", ""source_unit_cost"": ""3707.61""}",true,2026-09-01 00:00:00
169,8,Access Panel 169,Demo Aero Components 5,DEMO-PART-00169,COMPONENT,Custom educational catalog item; technical identity and fitment are generated for the demo.,"{""demo_engine_model_id"": null, ""is_demo"": true, ""source_is_repairable"": false, ""source_part_family"": ""Structure"", ""source_part_id"": ""P00169"", ""source_shelf_life_days"": null, ""source_supplier_id"": ""SUP015"", ""source_unit_cost"": ""814.51""}",true,2026-09-01 00:00:00
170,8,Structural Bracket 170,Demo Aero Components 1,DEMO-PART-00170,COMPONENT,Custom educational catalog item; technical identity and fitment are generated for the demo.,"{""demo_engine_model_id"": null, ""is_demo"": true, ""source_is_repairable"": false, ""source_part_family"": ""Structure"", ""source_part_id"": ""P00170"", ""source_shelf_life_days"": null, ""source_supplier_id"": ""SUP001"", ""source_unit_cost"": ""508.42""}",true,2026-09-01 00:00:00
171,8,Access Panel 171,Demo Aero Components 2,DEMO-PART-00171,COMPONENT,Custom educational catalog item; technical identity and fitment are generated for the demo.,"{""demo_engine_model_id"": null, ""is_demo"": true, ""source_is_repairable"": false, ""source_part_family"": ""Structure"", ""source_part_id"": ""P00171"", ""source_shelf_life_days"": null, ""source_supplier_id"": ""SUP002"", ""source_unit_cost"": ""977.38""}",true,2026-09-01 00:00:00
172,4,Engine Oil Filter 172,Demo Aero Components 3,DEMO-PART-00172,COMPONENT,Custom educational catalog item; technical identity and fitment are generated for the demo.,"{""demo_engine_model_id"": 528, ""is_demo"": true, ""source_is_repairable"": false, ""source_part_family"": ""Engine"", ""source_part_id"": ""P00172"", ""source_shelf_life_days"": null, ""source_supplier_id"": ""SUP014"", ""source_unit_cost"": ""522.73""}",true,2026-09-01 00:00:00
173,8,Access Panel 173,Demo Aero Components 4,DEMO-PART-00173,COMPONENT,Custom educational catalog item; technical identity and fitment are generated for the demo.,"{""demo_engine_model_id"": null, ""is_demo"": true, ""source_is_repairable"": false, ""source_part_family"": ""Structure"", ""source_part_id"": ""P00173"", ""source_shelf_life_days"": null, ""source_supplier_id"": ""SUP019"", ""source_unit_cost"": ""971.55""}",true,2026-09-01 00:00:00
174,6,Hydraulic Valve Assembly 174,Demo Aero Components 5,DEMO-PART-00174,COMPONENT,Custom educational catalog item; technical identity and fitment are generated for the demo.,"{""demo_engine_model_id"": null, ""is_demo"": true, ""source_is_repairable"": true, ""source_part_family"": ""Hydraulics"", ""source_part_id"": ""P00174"", ""source_shelf_life_days"": 966, ""source_supplier_id"": ""SUP032"", ""source_unit_cost"": ""476.71""}",true,2026-09-01 00:00:00
175,2,Cabin Air Filter 175,Demo Aero Components 1,DEMO-PART-00175,COMPONENT,Custom educational catalog item; technical identity and fitment are generated for the demo.,"{""demo_engine_model_id"": null, ""is_demo"": true, ""source_is_repairable"": false, ""source_part_family"": ""Cabin"", ""source_part_id"": ""P00175"", ""source_shelf_life_days"": null, ""source_supplier_id"": ""SUP006"", ""source_unit_cost"": ""906.57""}",true,2026-09-01 00:00:00
176,5,Engine Housing Fastener Set 176,Demo Aero Components 2,DEMO-PART-00176,COMPONENT,Custom educational catalog item; technical identity and fitment are generated for the demo.,"{""demo_engine_model_id"": 547, ""is_demo"": true, ""source_is_repairable"": false, ""source_part_family"": ""Fasteners"", ""source_part_id"": ""P00176"", ""source_shelf_life_days"": null, ""source_supplier_id"": ""SUP034"", ""source_unit_cost"": ""600.69""}",true,2026-09-01 00:00:00
177,1,Navigation Interface 177,Demo Aero Components 3,DEMO-PART-00177,COMPONENT,Custom educational catalog item; technical identity and fitment are generated for the demo.,"{""demo_engine_model_id"": null, ""is_demo"": true, ""source_is_repairable"": true, ""source_part_family"": ""Avionics"", ""source_part_id"": ""P00177"", ""source_shelf_life_days"": null, ""source_supplier_id"": ""SUP010"", ""source_unit_cost"": ""327.70""}",true,2026-09-01 00:00:00
178,5,Engine Housing Fastener Set 178,Demo Aero Components 4,DEMO-PART-00178,COMPONENT,Custom educational catalog item; technical identity and fitment are generated for the demo.,"{""demo_engine_model_id"": 550, ""is_demo"": true, ""source_is_repairable"": false, ""source_part_family"": ""Fasteners"", ""source_part_id"": ""P00178"", ""source_shelf_life_days"": null, ""source_supplier_id"": ""SUP006"", ""source_unit_cost"": ""839.09""}",true,2026-09-01 00:00:00
179,3,Engine Ignition Lead 179,Demo Aero Components 5,DEMO-PART-00179,COMPONENT,Custom educational catalog item; technical identity and fitment are generated for the demo.,"{""demo_engine_model_id"": 553, ""is_demo"": true, ""source_is_repairable"": false, ""source_part_family"": ""Electrical"", ""source_part_id"": ""P00179"", ""source_shelf_life_days"": null, ""source_supplier_id"": ""SUP028"", ""source_unit_cost"": ""644.05""}",true,2026-09-01 00:00:00
180,7,Landing Gear Sensor 180,Demo Aero Components 1,DEMO-PART-00180,COMPONENT,Custom educational catalog item; technical identity and fitment are generated for the demo.,"{""demo_engine_model_id"": null, ""is_demo"": true, ""source_is_repairable"": false, ""source_part_family"": ""LandingGear"", ""source_part_id"": ""P00180"", ""source_shelf_life_days"": null, ""source_supplier_id"": ""SUP031"", ""source_unit_cost"": ""2758.93""}",true,2026-09-01 00:00:00
181,8,Access Panel 181,Demo Aero Components 2,DEMO-PART-00181,COMPONENT,Custom educational catalog item; technical identity and fitment are generated for the demo.,"{""demo_engine_model_id"": null, ""is_demo"": true, ""source_is_repairable"": false, ""source_part_family"": ""Structure"", ""source_part_id"": ""P00181"", ""source_shelf_life_days"": null, ""source_supplier_id"": ""SUP025"", ""source_unit_cost"": ""995.65""}",true,2026-09-01 00:00:00
182,4,Fuel Nozzle Assembly 182,Demo Aero Components 3,DEMO-PART-00182,COMPONENT,Custom educational catalog item; technical identity and fitment are generated for the demo.,"{""demo_engine_model_id"": 526, ""is_demo"": true, ""source_is_repairable"": true, ""source_part_family"": ""Engine"", ""source_part_id"": ""P00182"", ""source_shelf_life_days"": null, ""source_supplier_id"": ""SUP005"", ""source_unit_cost"": ""371.98""}",true,2026-09-01 00:00:00
183,1,Navigation Interface 183,Demo Aero Components 4,DEMO-PART-00183,COMPONENT,Custom educational catalog item; technical identity and fitment are generated for the demo.,"{""demo_engine_model_id"": null, ""is_demo"": true, ""source_is_repairable"": true, ""source_part_family"": ""Avionics"", ""source_part_id"": ""P00183"", ""source_shelf_life_days"": null, ""source_supplier_id"": ""SUP005"", ""source_unit_cost"": ""3080.58""}",true,2026-09-01 00:00:00
184,1,Communication Control Unit 184,Demo Aero Components 5,DEMO-PART-00184,MODULE,Custom educational catalog item; technical identity and fitment are generated for the demo.,"{""demo_engine_model_id"": null, ""is_demo"": true, ""source_is_repairable"": true, ""source_part_family"": ""Avionics"", ""source_part_id"": ""P00184"", ""source_shelf_life_days"": null, ""source_supplier_id"": ""SUP016"", ""source_unit_cost"": ""423.99""}",true,2026-09-01 00:00:00
185,6,Hydraulic Filter 185,Demo Aero Components 1,DEMO-PART-00185,COMPONENT,Custom educational catalog item; technical identity and fitment are generated for the demo.,"{""demo_engine_model_id"": null, ""is_demo"": true, ""source_is_repairable"": true, ""source_part_family"": ""Hydraulics"", ""source_part_id"": ""P00185"", ""source_shelf_life_days"": null, ""source_supplier_id"": ""SUP019"", ""source_unit_cost"": ""367.48""}",true,2026-09-01 00:00:00
186,5,Engine Housing Fastener Set 186,Demo Aero Components 2,DEMO-PART-00186,COMPONENT,Custom educational catalog item; technical identity and fitment are generated for the demo.,"{""demo_engine_model_id"": 530, ""is_demo"": true, ""source_is_repairable"": false, ""source_part_family"": ""Fasteners"", ""source_part_id"": ""P00186"", ""source_shelf_life_days"": null, ""source_supplier_id"": ""SUP040"", ""source_unit_cost"": ""964.22""}",true,2026-09-01 00:00:00
187,8,Access Panel 187,Demo Aero Components 3,DEMO-PART-00187,COMPONENT,Custom educational catalog item; technical identity and fitment are generated for the demo.,"{""demo_engine_model_id"": null, ""is_demo"": true, ""source_is_repairable"": false, ""source_part_family"": ""Structure"", ""source_part_id"": ""P00187"", ""source_shelf_life_days"": null, ""source_supplier_id"": ""SUP012"", ""source_unit_cost"": ""951.17""}",true,2026-09-01 00:00:00
188,5,Engine Housing Fastener Set 188,Demo Aero Components 4,DEMO-PART-00188,COMPONENT,Custom educational catalog item; technical identity and fitment are generated for the demo.,"{""demo_engine_model_id"": 547, ""is_demo"": true, ""source_is_repairable"": false, ""source_part_family"": ""Fasteners"", ""source_part_id"": ""P00188"", ""source_shelf_life_days"": null, ""source_supplier_id"": ""SUP008"", ""source_unit_cost"": ""3409.48""}",true,2026-09-01 00:00:00
189,5,Engine Mount Bolt Kit 189,Demo Aero Components 5,DEMO-PART-00189,COMPONENT,Custom educational catalog item; technical identity and fitment are generated for the demo.,"{""demo_engine_model_id"": 548, ""is_demo"": true, ""source_is_repairable"": false, ""source_part_family"": ""Fasteners"", ""source_part_id"": ""P00189"", ""source_shelf_life_days"": null, ""source_supplier_id"": ""SUP038"", ""source_unit_cost"": ""2173.19""}",true,2026-09-01 00:00:00
190,8,Structural Bracket 190,Demo Aero Components 1,DEMO-PART-00190,COMPONENT,Custom educational catalog item; technical identity and fitment are generated for the demo.,"{""demo_engine_model_id"": null, ""is_demo"": true, ""source_is_repairable"": false, ""source_part_family"": ""Structure"", ""source_part_id"": ""P00190"", ""source_shelf_life_days"": null, ""source_supplier_id"": ""SUP007"", ""source_unit_cost"": ""4230.32""}",true,2026-09-01 00:00:00
191,7,Landing Gear Seal Kit 191,Demo Aero Components 2,DEMO-PART-00191,COMPONENT,Custom educational catalog item; technical identity and fitment are generated for the demo.,"{""demo_engine_model_id"": null, ""is_demo"": true, ""source_is_repairable"": false, ""source_part_family"": ""LandingGear"", ""source_part_id"": ""P00191"", ""source_shelf_life_days"": null, ""source_supplier_id"": ""SUP002"", ""source_unit_cost"": ""1101.47""}",true,2026-09-01 00:00:00
192,8,Structural Bracket 192,Demo Aero Components 3,DEMO-PART-00192,COMPONENT,Custom educational catalog item; technical identity and fitment are generated for the demo.,"{""demo_engine_model_id"": null, ""is_demo"": true, ""source_is_repairable"": false, ""source_part_family"": ""Structure"", ""source_part_id"": ""P00192"", ""source_shelf_life_days"": null, ""source_supplier_id"": ""SUP017"", ""source_unit_cost"": ""498.61""}",true,2026-09-01 00:00:00
193,3,Engine Ignition Lead 193,Demo Aero Components 4,DEMO-PART-00193,COMPONENT,Custom educational catalog item; technical identity and fitment are generated for the demo.,"{""demo_engine_model_id"": 524, ""is_demo"": true, ""source_is_repairable"": false, ""source_part_family"": ""Electrical"", ""source_part_id"": ""P00193"", ""source_shelf_life_days"": null, ""source_supplier_id"": ""SUP017"", ""source_unit_cost"": ""1404.96""}",true,2026-09-01 00:00:00
194,8,Structural Bracket 194,Demo Aero Components 5,DEMO-PART-00194,COMPONENT,Custom educational catalog item; technical identity and fitment are generated for the demo.,"{""demo_engine_model_id"": null, ""is_demo"": true, ""source_is_repairable"": false, ""source_part_family"": ""Structure"", ""source_part_id"": ""P00194"", ""source_shelf_life_days"": null, ""source_supplier_id"": ""SUP025"", ""source_unit_cost"": ""368.34""}",true,2026-09-01 00:00:00
195,7,Landing Gear Seal Kit 195,Demo Aero Components 1,DEMO-PART-00195,COMPONENT,Custom educational catalog item; technical identity and fitment are generated for the demo.,"{""demo_engine_model_id"": null, ""is_demo"": true, ""source_is_repairable"": true, ""source_part_family"": ""LandingGear"", ""source_part_id"": ""P00195"", ""source_shelf_life_days"": null, ""source_supplier_id"": ""SUP036"", ""source_unit_cost"": ""8850.56""}",true,2026-09-01 00:00:00
